PropertyName,Bedrooms,AuthornuniqueRent,AuthornuniqueSale,PricecountRent,PricecountSale,PricemeanRent,PricemeanSale,PricemedianRent,PricemedianSale,PricestdRent,PricestdSale,SqftmeanRent,SqftmeanSale,SqftstdRent,SqftstdSale,BreakEven
Menara Bintang Goldhill,3,3,2,3,6,3050.0,805000.0,3100.0,800000.0,278.3882181415011,12247.44871391589,1491.3333333333333,1477.0,0.5773502691896586,7.348469228349525,0.9591584158415841
Menara Bintang Goldhill,4,1,3,1,4,2500.0,927000.0,2500.0,907000.0,,49315.31202375182,1492.0,1482.5,,9.814954576223606,0.6822622725337583
Menara Bukit Ceylon,2,1,4,1,5,2600.0,848000.0,2600.0,800000.0,,84675.85252006618,1360.0,1528.0,,93.91485505499116,0.8044554455445545
Menara Bukit Ceylon,3,11,8,17,13,2835.294117647059,898307.6923076923,3000.0,928000.0,247.33877696033693,69310.15391627286,1521.764705882353,1517.076923076923,50.773429827721806,77.50963546388019,0.8001877773984295
Menara Bukit Ceylon,4,2,1,2,1,3000.0,770000.0,3000.0,770000.0,0.0,,1550.0,1430.0,0.0,,0.9643821525009645
Menara City One Condominium,3,4,2,4,2,1725.0,470000.0,1800.0,470000.0,150.0,14142.13562373095,1279.75,1394.0,215.41026747426253,274.35743110038044,0.9479671371392457
Menara Damansara,3,2,5,2,6,1500.0,419833.3333333333,1500.0,404500.0,0.0,58975.98381262212,1100.0,913.6666666666666,0.0,3.2659863237108895,0.917891541935405
Menara Duta 1,4,2,9,4,24,2600.0,820416.6666666666,2600.0,700000.0,461.8802153517006,260304.65707081315,2278.0,2052.3333333333335,660.4887079529318,554.0063307334617,0.9193776520509194
Menara Duta 2,3,3,2,6,18,1833.3333333333333,454222.22222222225,2000.0,459000.0,258.1988897471611,30342.274054052734,1474.0,1445.2222222222222,1.5491933384829741,43.83868229497185,1.078539226471667
Menara Duta 2,4,3,12,6,26,1900.0,493461.53846153844,1800.0,498000.0,154.91933384829667,55200.89185455668,1339.3333333333333,1468.3076923076924,186.00931876297668,71.6384082630368,0.8946677800310152
Menara Hartamas,3,4,1,5,1,2220.0,1100000.0,2200.0,1100000.0,44.721359549995825,,1506.0,2250.0,8.215838362577491,,0.49504950495049505
Menara Hartamas,4,1,1,1,1,2555.0,928000.0,2555.0,928000.0,,,2160.0,1695.0,,,0.6814932570843291
Menara KLH (Jalan Ipoh),3,1,5,3,7,1150.0,433285.71428571426,1150.0,430000.0,0.0,39271.339361398095,1200.0,1156.5714285714287,0.0,122.71220686747391,0.661984803131476
Menara KLH (Jalan Ipoh),4,4,2,4,2,1875.0,550000.0,1700.0,550000.0,419.32485418030416,42426.40687119285,2050.0,2115.0,99.99999999999996,120.20815280171308,0.765076507650765
Menara Megah,3,8,12,9,16,1474.3333333333333,374375.0,1400.0,379500.0,265.1820129646805,28516.369567904912,1099.111111111111,1074.4375,53.998713976456045,13.406310703048272,0.9131347917400435
Menara Orkid,3,6,31,8,50,1212.5,288617.76,1200.0,280000.0,124.64234547582248,24740.69075517627,847.5,860.4,11.199489784296942,22.622906938926914,1.0608203677510608
Menara Pelangi,3,9,4,12,5,1854.1666666666667,416000.0,1825.0,420000.0,238.80225114415305,40218.15510438041,947.5833333333334,889.4,47.81680635191952,28.439409276565492,1.0755539839698256
Menara Polo,3,8,39,13,41,1888.4615384615386,535170.7073170731,1700.0,530000.0,243.37372337779038,79200.67474783403,1488.9285714285713,1484.7317073170732,7.384644001775978,7.530021215919331,0.7939473192602279
Menara Polo,4,1,1,1,2,2400.0,750000.0,2400.0,750000.0,,0.0,1700.0,1700.0,,0.0,0.7920792079207921
Menara Puteri,3,4,1,4,1,1475.0,410000.0,1500.0,410000.0,50.0,,1035.0,1173.0,110.90536506409418,,0.9055783627143202
Menara Seputih,2,15,2,24,2,1372.875,307499.5,1400.0,307499.5,140.59541476226713,10607.308824579399,770.5833333333334,858.5,141.05346401327736,12.020815280171307,1.1269437949178667
Menara Seputih,3,8,9,16,10,1549.9375,356970.0,1600.0,390000.0,72.9844446897191,132225.0106615403,985.3125,986.5,93.73488767084893,56.42152859404721,1.0154861640010155
Menara Seputih,Studio,10,1,17,1,1123.5294117647059,250000.0,1100.0,250000.0,118.74032468324462,,448.89473684210526,500.0,35.069604973287845,,1.0891089108910892
Mentari Kondominium @ Danau Lumayan,3,13,9,19,11,1444.6315789473683,403181.7272727273,1400.0,410000.0,81.32732937287427,20282.06776485529,1044.3157894736842,1044.1818181818182,24.810509940522607,27.66520624111878,0.8452064718666988
Mentari Kondominium @ Danau Lumayan,4,4,3,5,3,1639.6,519333.3333333333,1500.0,570000.0,313.27352266031033,87757.24091682312,1040.0,1508.3333333333333,33.54101966249684,418.5789451624787,0.6513809275664408
Merdeka View Apartment,4,5,2,6,5,1941.5,639000.0,1925.0,635000.0,143.08563869235792,99020.19995940223,1649.3333333333333,1656.0,26.005127699487783,4.472135954999564,0.7503703126218134
Merdeka Villa,3,2,21,2,26,1000.0,319188.0,1000.0,322500.0,0.0,28449.82502582398,882.0,916.7692307692307,45.254833995939045,53.55319425939611,0.7675186123263489
Metro Prima,3,13,10,15,12,1126.6666666666667,343833.3333333333,1100.0,350000.0,88.37151016885369,40047.3204944835,1052.8666666666666,992.8333333333334,89.37310770557542,59.46707772653146,0.7779349363507779
Metro Prima,4,4,7,4,7,1275.0,431142.85714285716,1300.0,430000.0,50.0,29168.639389068587,1305.0,1344.2857142857142,10.00000000000002,24.397501823713334,0.7483306470181902
Metroview Condominium,3,36,37,70,83,1379.9,428192.7710843373,1400.0,415000.0,128.97209562256234,60803.05228043811,1154.7857142857142,1196.120481927711,30.484442626297525,178.89916751161886,0.8350232613622808
Metroview Condominium,4,1,1,1,1,1800.0,570000.0,1800.0,570000.0,,,1250.0,1800.0,,,0.781657113079729
Midah Heights Condominium,3,2,4,6,6,1416.6666666666667,474500.0,1450.0,449500.0,112.54628677422754,61451.606976547,1166.6666666666667,1051.6666666666667,116.90451944500126,207.4045965417996,0.7984669434685404
Midah Ria Condominium,3,19,41,23,50,1371.695652173913,421177.72,1400.0,428000.0,149.03856571755594,49560.897466400864,1039.9565217391305,1048.08,85.6772369582862,88.28244099341109,0.8096604052928658
Midah Ria Flat,2,3,2,12,6,757.5,199000.0,790.0,199000.0,65.3834841531101,1095.4451150103323,623.0,560.0,24.022716521886306,0.0,0.9826359520374147
Midfields,3,44,22,94,39,1667.5212765957447,472423.0512820513,1800.0,460000.0,233.32900435569857,43208.55607214162,1085.6170212765958,1126.1025641025642,42.76243612938785,74.47775890962168,0.9685751183814034
Midfields,4,1,4,1,4,2200.0,721000.0,2200.0,734000.0,,91411.15905621152,2119.0,2115.25,,124.27757909883289,0.7418998030593249
Midfields,5,3,5,3,7,2900.0,701714.2857142857,3300.0,700000.0,781.0249675906655,78395.82107424326,1981.6666666666667,2061.5714285714284,28.290163190291644,114.15903693657236,1.166902404526167
Miharja Apartment (LRT Maluri),3,8,14,8,19,1128.75,264210.5263157895,1100.0,255000.0,111.0260587172476,18881.43987967614,812.375,830.8947368421053,35.40757586409196,31.435815979799045,1.0677538342069501
Miharja Condominium,3,21,44,27,59,1462.888888888889,349571.16949152545,1499.0,348000.0,103.36951393063825,44267.35781906486,961.074074074074,942.9322033898305,12.526666712153643,38.51639346760054,1.0662057585068851
Millerz Square @ Old Klang Road,2,29,9,63,11,2380.126984126984,743142.5454545454,2400.0,760000.0,300.215540423419,93564.10161633958,871.1746031746031,829.9090909090909,14.652468340488646,84.53928618749337,0.781657113079729
Millerz Square @ Old Klang Road,3,66,13,185,19,2493.1513513513514,740105.2631578947,2500.0,770000.0,349.3473243853874,127138.54854573334,883.2,914.2631578947369,53.653862456693034,54.32396862574994,0.8036517937508038
Mirage Residence Luxury Condominium,1,14,25,14,55,2719.9285714285716,773540.0,2700.0,693000.0,206.96356583325863,217248.6820485957,841.4285714285714,844.2,23.81245403214392,42.606467949257556,0.9643821525009645
Mirage Residence Luxury Condominium,2,18,10,30,12,3896.6666666666665,1323750.0,4000.0,1435000.0,417.28459926243283,444637.77392389864,1446.1666666666667,1217.0,487.7476794927626,231.416979026644,0.6899644668299583
Mirage Residence Luxury Condominium,3,36,11,56,15,4642.857142857143,1873800.0,4500.0,1850000.0,525.3075784224441,249915.47142412543,1630.625,1672.0666666666666,182.01264316724613,125.96454527630651,0.6020872357506021
Mirage Residence Luxury Condominium,4,17,4,18,4,4566.611111111111,2762000.0,4500.0,2734000.0,321.7721405863414,904132.7336182448,1668.0,2343.25,0.0,780.344955772766,0.4074108947105391
Mont Kiara Aman,3,27,19,76,82,5518.421052631579,1508243.9024390243,5300.0,1480000.0,1050.9310825886143,189140.8490116027,2045.0526315789473,2101.2926829268295,384.8042236336756,381.1521353950019,0.8864062081883863
Mont Kiara Aman,4,6,9,12,24,5283.333333333333,1742816.6666666667,5300.0,1575000.0,853.690739546751,668383.0740100981,2351.3333333333335,2680.1666666666665,208.06176239207667,939.5041090993124,0.832940436900833
Mont Kiara Astana,3,49,21,140,94,3668.542857142857,929691.0212765958,3750.0,890000.0,679.0888242664406,196721.46444459318,1405.4142857142858,1497.0212765957447,152.42967411185344,190.97390345411935,1.0429413727889643
Mont Kiara Astana,4,11,4,26,12,4244.615384615385,1395000.0,3800.0,1400000.0,1334.5418113172198,277767.0705007083,1767.3076923076924,2274.8333333333335,504.9086071146555,615.1867171596741,0.6718528995756718
Mont Kiara Banyan,2,1,1,4,2,3000.0,1217000.0,3000.0,1217000.0,0.0,0.0,1772.5,1774.0,2.886751345948129,0.0,0.6101678368329848
Mont Kiara Banyan,3,7,9,16,32,5312.5,1298750.0,5400.0,1250000.0,875.4998572244315,125306.07688067573,1885.5,1937.5,84.970583144992,102.52930344304563,1.0693069306930694
Mont Kiara Banyan,4,4,13,12,36,5633.333333333333,1626111.111111111,5250.0,1625000.0,1381.2598553055786,203291.1743959918,2197.8333333333335,2364.1111111111113,334.27610616302684,233.292676730053,0.7996953541507996
Mont Kiara Banyan,5,2,3,4,6,5950.0,1673333.3333333333,5950.0,1600000.0,519.6152422706632,137501.51514316734,2481.5,2427.0,188.79353802500762,168.86207389464337,0.9204826732673267
Mont Kiara Meridin,3,14,14,30,42,4873.333333333333,1262645.7142857143,4700.0,1200000.0,774.1216750718792,248048.83053045446,1886.0,1903.1904761904761,126.21055204805921,108.11268694198888,0.9694719471947194
Mont Kiara Meridin,4,13,10,34,22,5182.35294117647,1287181.8181818181,5300.0,1280000.0,868.4610520515479,235843.70053544163,2226.294117647059,2167.7272727272725,313.36700619307373,330.1777561395538,1.0249071782178218
Mont Kiara Meridin,5,2,3,4,6,5400.0,1916666.6666666667,5400.0,1500000.0,1039.2304845413264,684592.3361144693,2193.5,3181.0,469.3857688511657,1044.947079999748,0.8910891089108911
Mont Kiara Palma,3,61,13,72,23,3327.0555555555557,918565.2173913043,3200.0,900000.0,488.45830732711477,50302.56281827952,1258.3150684931506,1270.1739130434783,135.88883086229063,58.321719152483695,0.8800880088008802
Mont Kiara Palma,4,1,1,1,1,3000.0,2500000.0,3000.0,2500000.0,,,1200.0,3800.0,,,0.297029702970297
Mont Kiara Palma,Studio,3,1,3,1,3883.3333333333335,938888.0,3850.0,938888.0,900.46284394934,,1292.6666666666667,1280.0,91.65878754016624,,1.0149989104448058
Mont Kiara Pines,3,50,37,85,41,3127.9411764705883,832726.2195121951,3200.0,810000.0,488.51627532816576,80000.27029689093,1324.2235294117647,1346.2926829268292,188.94735828182584,83.67832571892168,0.9778755653343112
Mont Kiara Sophia,2,4,13,14,30,3171.4285714285716,805666.6666666666,3300.0,780000.0,212.77858274442298,79889.29121337048,1178.857142857143,1201.1333333333334,64.14989315040822,115.51257084399307,1.0472201066260471
Mont Kiara Sophia,3,2,13,6,44,4400.0,1080454.5454545454,4500.0,995000.0,764.198926981712,250923.4530313656,2032.0,1589.0454545454545,651.6146100265095,401.1470155920311,1.1194586795362953
Mont Kiara Sophia,4,1,1,2,2,4000.0,1700000.0,4000.0,1700000.0,0.0,0.0,1950.0,2550.0,0.0,0.0,0.5824111822947
Mont' Kiara Bayu,1,3,3,6,6,1913.3333333333333,553333.3333333334,1790.0,530000.0,222.77043490253968,36147.844564602565,786.6666666666666,798.6666666666666,10.327955589886455,1.0327955589886577,0.8359798243975342
Mont' Kiara Bayu,2,38,27,92,80,2310.8478260869565,630195.0,2300.0,625000.0,240.42946624110033,38748.95474294611,1033.0869565217392,1034.525,32.556848733049414,115.49255825661768,0.9108910891089109
Mont' Kiara Bayu,3,10,2,20,4,2980.0,805000.0,3000.0,805000.0,339.6592719956745,28867.513459481288,1240.6,1280.0,128.53195383987105,0.0,0.9224524936965747
Mont' Kiara Damai Resort Condominium,3,6,5,26,18,7092.307692307692,1716666.6666666667,7000.0,1680000.0,884.9511068632332,114993.60596035203,2439.3846153846152,2306.222222222222,158.12376846586392,99.60129668158743,1.0313531353135315
Mont' Kiara Damai Resort Condominium,4,7,8,18,26,7466.666666666667,2440000.0,7000.0,2300000.0,1574.8015748023624,588489.592091483,2759.0,3263.076923076923,391.09890429554576,756.7233007157596,0.7533362031855358
Mont' Kiara Pelangi,3,55,37,174,102,2976.977011494253,785960.7843137255,3000.0,790000.0,430.5029717865239,121327.46961239686,1332.8850574712644,1330.8431372549019,96.19902602313677,72.28364715138362,0.9399674144629653
Monte Bayu,3,15,37,20,57,1587.45,414789.4736842105,1649.5,398000.0,228.7438178629672,62510.495359380955,1066.0,1049.3508771929824,126.1623849188856,131.59413947383692,1.0258594954972884
Mutiara Fadason,3,3,6,8,18,762.5,140888.88888888888,775.0,150000.0,79.05694150420948,13001.759559151487,700.0,650.0,65.46536707079771,0.0,1.2788778877887788
Mutiara Magna,3,7,23,10,27,855.0,202296.2962962963,850.0,200000.0,59.860949986893246,16965.60959211041,670.0,674.1111111111111,42.16370213557839,33.13763063501318,1.051980198019802
Mutiara Residency,3,5,1,5,1,2440.0,999999.0,2500.0,999999.0,328.63353450309967,,1127.0,1068.0,175.90054007876154,,0.6188125000006188
Mutiara Residency,4,4,2,17,4,2564.705882352941,1154500.0,2500.0,1160000.0,127.18675476729223,132819.42628998213,1528.8823529411766,1562.0,90.64345146847423,124.02419118865483,0.5334585182656196
Mutiara Sentul,3,2,7,4,14,1300.0,312000.0,1300.0,310000.0,0.0,11135.528725660046,979.5,1060.142857142857,0.5773502691896257,105.70558324738728,1.0380070265091024
Mutiara Villa (Bukit Bintang),1,9,3,14,6,1371.4285714285713,362500.0,1300.0,399000.0,106.90449676496972,56546.441090487744,701.5714285714286,650.3333333333334,108.86456956004791,76.59677974083941,0.8064716246060696
Mutiara Villa (Bukit Bintang),2,10,11,23,15,1982.608695652174,535992.5333333333,2000.0,530000.0,300.60873681285665,84808.50854708478,1105.9130434782608,1060.6666666666667,187.5284010110755,108.21649376970927,0.9340556697179152
Nadi Bangsar Service Residence,1,22,5,39,6,2627.3846153846152,826666.6666666666,2500.0,805000.0,333.68947236556824,192111.07897949734,661.7948717948718,606.0,122.72780740260762,128.58304709408623,0.768710411413812
Nadi Bangsar Service Residence,2,46,19,105,29,3650.4666666666667,1134517.2413793104,3800.0,1250000.0,600.3362690171535,247817.70671916648,943.6380952380953,930.8965517241379,167.38458272731853,190.2510268092407,0.7524752475247525
Nadi Bangsar Service Residence,Studio,28,12,85,13,1967.3294117647058,667384.6153846154,1999.0,600000.0,160.31556590758396,220797.62168916073,475.3411764705882,489.6923076923077,223.05725044210047,176.1639315218378,0.8246699669966997
Nadia Parkhomes,1,3,1,3,1,1899.6666666666667,660000.0,1900.0,660000.0,99.50041875958782,,631.6666666666666,635.0,5.773502691896266,,0.7125712571257126
Nadia Parkhomes,2,2,3,4,3,2400.0,860000.0,2300.0,850000.0,489.8979485566357,17320.508075688773,1167.75,1163.0,9.49999999999998,0.0,0.669772859638905
Nadia Parkhomes,3,6,6,7,6,3257.0,1310500.0,2800.0,1275000.0,976.2904281001632,434512.9457219888,1466.857142857143,1539.8333333333333,446.3718287748562,376.05553667864893,0.54358377014172
Nadia Parkhomes,4,2,10,2,16,4400.0,2192437.5,4400.0,2449500.0,848.5281374238571,656708.2527018118,1995.0,2430.5,558.6143571373725,616.194449828948,0.4446249891370031
Nidoz Residences @ Desa Petaling,3,3,1,3,1,3066.6666666666665,650000.0,3800.0,650000.0,1270.1705922171766,,1218.6666666666667,1216.0,319.2746988618631,,1.4470677837014472
Nidoz Residences @ Desa Petaling,4,18,36,59,64,2561.864406779661,718562.5,2600.0,713500.0,305.4588102277664,52380.135275012144,1226.9661016949153,1220.203125,26.29210324720893,14.499238827859257,0.9019822795173701
Nidoz Residences @ Desa Petaling,5,12,28,41,38,2919.512195121951,811707.5789473684,3000.0,800000.0,401.85165931915844,41076.872943846996,1402.6341463414635,1411.0,51.7096490500376,50.49859511024151,0.9282178217821783
Nobleton Crest,4,10,35,11,75,12909.09090909091,4669032.0,13000.0,4738000.0,2736.952518935813,570535.408134443,3684.090909090909,3748.9733333333334,139.20808492717256,700.510141781501,0.6791519168801642
Nobleton Crest,5,4,13,5,31,10560.0,4497290.322580645,10000.0,4738000.0,1366.747965061591,475312.4890391153,3776.0,3702.7096774193546,90.86253353280433,526.5551692240417,0.5224245514462802
Northpoint Residences,2,2,1,2,1,4150.0,599999.0,4150.0,599999.0,494.9747468305833,,1351.5,752.0,21.920310216782973,,1.712049058035559
Northpoint Residences,3,27,8,35,10,4500.0,1524800.0,4200.0,1379000.0,1048.2478377806292,317040.7614872959,1489.1714285714286,1463.9,222.28525469266182,207.60081888085122,0.7538824948484697
Northpoint Residences,4,10,4,12,4,7558.25,2310000.0,7000.0,2300000.0,995.0004225672927,682690.7547833548,2156.0,2305.75,401.770626556542,462.53531396712475,0.7533362031855358
Nova I,2,6,2,14,6,1100.0,291666.6666666667,1100.0,280000.0,78.44645405527366,18073.92228230128,792.8571428571429,747.0,18.156825980064085,0.0,0.9724186704384725
Nova II,3,5,13,10,34,1120.0,341647.0588235294,1100.0,330000.0,42.16370213557836,35347.52346812671,935.4,969.0,0.8432740427115716,95.97727003638083,0.8250825082508252
Nusa Mewah Villa Condominium,3,8,17,14,22,1089.2142857142858,326500.0,1100.0,327500.0,92.43390867277809,15930.653291240576,870.5,865.9090909090909,16.87852527280198,1.600865566738994,0.831380848008465
Nyaman Court,3,2,3,2,3,1150.0,409333.3333333333,1150.0,420000.0,70.71067811865476,18475.20861406803,1200.0,1083.3333333333333,0.0,104.08329997330661,0.6777463460631779
O.G. Heights,3,1,8,1,14,1250.0,331214.28571428574,1250.0,335000.0,,28442.05599900523,979.0,959.6428571428571,,39.7619979819486,0.9235998226688341
OG Court Pangsapuri Bukit Awansari,3,1,7,1,11,1200.0,366818.1818181818,1200.0,360000.0,,41014.18823241095,1200.0,1118.7272727272727,,25.43262042767478,0.8250825082508252
OG Heights,3,14,21,34,58,1223.4705882352941,330379.3103448276,1200.0,330000.0,104.5730816786266,55073.42071899539,996.8235294117648,980.2068965517242,37.78284891341918,140.45349590881196,0.9000900090009001
OUG Parklane,3,56,73,175,216,1318.2514285714285,349717.5833333333,1300.0,340000.0,162.28279802648143,31491.88540889507,949.68,948.4027777777778,8.14667268656775,8.387132540270356,0.9464181712288876
OUG Parklane,4,1,4,1,4,650.0,428750.0,650.0,447500.0,,39237.52455664517,950.0,958.5,,13.868429375143155,0.35953316001991265
OUG Parklane Phase 2,3,7,7,20,19,1372.5,339941.4736842105,1425.0,335000.0,142.78710689252316,23327.965409611843,952.5,950.0,11.180339887498949,0.0,1.052903797842471
OUG Parklane Phase 3,3,6,15,21,28,1377.6190476190477,347357.14285714284,1500.0,331000.0,170.20296007721964,32793.64695216561,950.0,950.0,0.0,0.0,1.1217133797971943
One KL,3,12,12,22,24,12340.90909090909,4529125.0,12500.0,4100000.0,1821.7362442798747,2430418.1302902345,3342.9545454545455,3482.8333333333335,148.81355457744442,868.7585678860163,0.7546486355952668
One KL,4,7,16,14,26,13214.285714285714,3736215.923076923,12750.0,3699500.0,1987.5989159157466,449394.6969439602,3456.4285714285716,3477.9615384615386,187.16168012040953,245.3709812947295,0.8530721973400205
One KL,5,3,2,4,4,13250.0,3960625.0,13250.0,4064500.0,1443.3756729740642,232194.73687690112,3568.0,3593.75,200.13828552611653,206.00869722740669,0.8069142502883576
One Menerung,3,15,9,17,19,11752.941176470587,4427789.47368421,12000.0,4288000.0,1585.133135993166,388520.7815044373,3414.9411764705883,3463.5263157894738,182.60013368979062,204.8949238623578,0.6926998670016254
One Menerung,4,21,14,32,24,14328.125,5846859.958333333,15000.0,4925000.0,2234.658720425602,1808143.0204220326,3894.0,4003.625,616.1731532927329,810.0229633084211,0.7538824948484697
One Menerung,5,10,7,13,11,17080.76923076923,11116000.0,15000.0,12500000.0,3632.465786804839,2902015.8510938566,5278.2307692307695,7050.454545454545,1749.1575664609788,1786.530736575017,0.297029702970297
One Menerung,6,3,5,3,5,28000.0,12312800.0,23000.0,12500000.0,10440.30650891055,919279.7180401622,8190.0,7760.8,77.94228634059948,965.4937596898284,0.45544554455445546
One Residency,1,10,7,46,20,1995.6521739130435,669400.0,1900.0,669000.0,304.74508235144884,23771.721368931307,781.9565217391304,748.2,50.88241631305528,1.9894458366193555,0.7029850967159496
One Residency,2,9,4,28,16,2885.714285714286,957250.0,2800.0,925000.0,295.2892940757712,100441.35934298512,1228.142857142857,1224.625,94.20690950743369,52.25562170714268,0.7492641156007492
One Residency,3,12,11,32,28,3237.4375,1089207.142857143,3100.0,1090000.0,472.3568865019399,129538.72845335548,1303.0,1300.2142857142858,110.69806053432285,200.97435936380822,0.7039694795167589
One Residency,5,1,1,2,2,4000.0,1150000.0,4000.0,1150000.0,0.0,0.0,1893.0,1893.0,0.0,0.0,0.8609556607834696
Oxford Residences @ Pavilion Embassy,3,1,3,1,5,4200.0,2223977.6,4200.0,2200000.0,,246257.07402793522,1211.0,1567.4,,100.53755517218433,0.47254725472547254
PPR Kampung Baru Air Panas,3,1,1,2,1,875.0,160000.0,875.0,160000.0,35.35533905932738,,700.0,700.0,0.0,,1.35365099009901
PPR Raya Permai,3,1,1,1,1,700.0,169000.0,700.0,169000.0,,,650.0,650.0,,,1.025250454039487
PPR Sri Aman,3,2,1,2,1,900.0,358000.0,900.0,358000.0,0.0,,700.0,560.0,0.0,,0.6222689308036949
PV 10 Platinum Lake Condominium,3,21,8,27,25,1438.888888888889,364560.0,1500.0,363000.0,84.73185457363229,5708.765190476837,1119.111111111111,1155.64,101.30241599872873,34.745359402371975,1.022829555682841
PV 10 Platinum Lake Condominium,4,11,38,14,69,1528.5714285714287,455405.7971014493,1500.0,450000.0,138.27826698682307,59933.12911820475,1272.5714285714287,1268.840579710145,2.243427518991207,14.786344244930264,0.8250825082508252
PV9 Residences @ Taman Melati,3,1,2,1,7,1400.0,409571.4285714286,1400.0,399000.0,,53947.06400060817,884.0,954.5714285714286,,85.50020885521691,0.8685079034219212
Palace Court,2,10,12,42,39,1498.5714285714287,422230.76923076925,1425.0,415000.0,204.29022192341748,33257.73478571448,963.7857142857143,934.4615384615385,98.09839155198779,5.399055247990179,0.8499343910294644
Palace Court,3,50,33,252,132,1834.3690476190477,628790.1590909091,1800.0,530000.0,214.68812438344278,661383.7172544239,1316.7142857142858,1352.6136363636363,93.19245879779436,141.1656840276038,0.8406501027461236
Palace Court,4,3,2,9,6,2033.3333333333333,588000.0,2000.0,588000.0,49.999999999999986,0.0,1400.3333333333333,1313.0,127.26841713481002,0.0,0.8419209267865562
Palm Court Apartment,2,1,1,2,2,1600.0,340000.0,1600.0,340000.0,0.0,0.0,900.0,635.0,0.0,0.0,1.1648223645894
Palm Court Apartment,3,1,1,2,2,1800.0,395000.0,1800.0,395000.0,0.0,0.0,958.0,950.0,0.0,0.0,1.1279608973555584
Palmyra Bangsar,4,3,3,4,3,11125.0,4909666.666666667,11250.0,4231000.0,1030.7764064044152,1204177.0357108347,3659.0,4749.333333333333,36.715119501371575,1921.838009129108,0.6581549197226506
Palmyra Bangsar,5,4,1,4,1,11375.0,3550000.0,11250.0,3550000.0,478.713553878169,,4238.25,3628.0,808.1181328658989,,0.7844094268581788
Palmyra Bangsar,6,1,1,1,1,10500.0,4200000.0,10500.0,4200000.0,,,4300.0,3600.0,,,0.6188118811881188
Pandan Court,3,5,9,11,8,1204.5454545454545,332625.0,1200.0,329000.0,105.9588256223743,10336.30909533407,846.1818181818181,883.2222222222222,71.30472380118752,156.45508762723074,0.9028258448945198
Pandan Heights Condominium,3,17,18,20,20,1159.0,323799.95,1075.0,314000.0,206.828176844554,49140.58650601622,1025.1,974.4,130.23294918196228,107.67172330746823,0.847417544302201
Pandan Heights Condominium,4,1,1,1,1,2300.0,590000.0,2300.0,590000.0,,,2274.0,2274.0,,,0.9649270011746938
Pandan Puteri,3,6,12,6,13,1500.0,433538.46153846156,1500.0,430000.0,0.0,30963.998946667576,1023.3333333333334,1062.7692307692307,37.77124126457412,66.0178685990314,0.8634584388671425
Pandan Terrace Apartment (Pandan Perdana),3,15,5,20,5,1174.95,269000.0,1200.0,320000.0,104.46630028261194,77491.93506423749,865.5,843.6,45.47700402111868,84.45590565496295,0.9282178217821783
Pangsapuri Adelia,3,1,1,1,1,1000.0,330000.0,1000.0,330000.0,,,700.0,1082.0,,,0.75007500750075
Pangsapuri Berembang Indah,3,10,6,33,18,1040.909090909091,213833.33333333334,1000.0,214000.0,140.00811664783126,18977.540905594942,672.7272727272727,650.0,72.98427601514274,0.0,1.156657721846951
Pangsapuri Bukit Baru,3,2,13,6,17,975.0,242882.35294117648,1000.0,250000.0,61.237243569579455,19293.40027360774,718.5,719.3529411764706,7.635443667528434,19.413079278126478,0.9900990099009901
Pangsapuri Cemara (Cheras),3,20,41,31,50,1316.0967741935483,296962.42,1400.0,295000.0,218.08016184249155,31442.387441218147,834.516129032258,742.66,117.04240569632358,15.689083687034604,1.1746937405604967
Pangsapuri DBKL,2,1,1,2,2,950.0,195000.0,950.0,195000.0,0.0,0.0,650.0,549.0,0.0,0.0,1.2058898197512058
Pangsapuri Dahlia Court,3,2,10,2,11,1045.0,294636.2727272727,1045.0,308000.0,77.78174593052023,23144.188748326917,900.0,831.4545454545455,0.0,6.408800767126987,0.8398161244695898
Pangsapuri Indah Mas,3,4,10,6,11,900.0,267545.45454545453,900.0,265000.0,94.86832980505137,12217.721852813947,815.3333333333334,772.9090909090909,70.04760286167304,60.475539758574364,0.8406501027461236
Pangsapuri Jasmine,3,1,2,1,2,1200.0,390000.0,1200.0,390000.0,,56568.5424949238,1250.0,1267.5,,24.748737341529164,0.7616146230007615
Pangsapuri Jati Selatan,3,1,5,1,8,900.0,273875.0,900.0,277500.0,,20427.135314156436,826.0,828.875,,1.246423454758212,0.8027829810008028
Pangsapuri Mawar (Sentul),3,16,23,40,78,1285.0,318487.1794871795,1300.0,310000.0,101.40045010773517,22710.912526482665,963.35,985.6153846153846,67.36222406341133,49.82182038237651,1.0380070265091024
Pangsapuri Mega Indah,3,1,3,1,3,850.0,122000.0,850.0,118000.0,,9643.650760992956,650.0,663.0,,11.269427669584644,1.7830172847793253
Pangsapuri Melur (Sentul),3,17,28,46,84,1369.4782608695652,359166.5714285714,1400.0,350000.0,156.17308619042385,28716.263252512632,1021.5217391304348,1038.452380952381,44.21851755414228,25.151303476200262,0.9900990099009901
Pangsapuri Menara Menjalara,3,21,35,41,77,1296.2926829268292,416428.5714285714,1300.0,400000.0,133.91587730781578,39235.60029905325,1110.560975609756,1040.8831168831168,152.56097941159263,44.69751377342629,0.8044554455445545
Pangsapuri Menara Menjalara,4,7,14,16,18,1325.0,424833.3333333333,1300.0,425000.0,123.82783747337805,29380.36559256779,1076.0,1076.0,0.0,0.0,0.7571345369831101
